Name,LCNAF Heading,LC Record Link
"Coolidge, Harold J. (Harold Jefferson), 1904-","Coolidge, Harold J. (Harold Jefferson), 1904-1985",http://id.loc.gov/authorities/names/n96108877
"Coomes, Francis J.",,
"Coonent, James.",,
"Cooper, John Sherman, 1901-","Cooper, John Sherman, 1901-1991",http://id.loc.gov/authorities/names/n81028368
"Cooper, Margaret Cochrane, 1835-1907.",,
"Cooperrider, Luke K.",,
"Coors, D. Stanley, 1889-",,
"Cootware, Donna.",,
"Cope, E. D. (Edward Drinker), 1840-1897.","Cope, E. D. (Edward Drinker), 1840-1897",http://id.loc.gov/authorities/names/n50017607
"Copeland, Royal S. (Royal Samuel), 1863-1938.",,
"Copland, Aaron, 1900-","Copland, Aaron, 1900-1990",http://id.loc.gov/authorities/names/n79089419
"Copley, Almon Ward, 1867-",,
"Corbett, Brenda.","Corbett, Brenda",http://id.loc.gov/authorities/names/n98094355
"Corbett, Robert J. (Robert James), 1905-1971.","Corbett, Robert J. (Robert James), 1905-1971",http://id.loc.gov/authorities/names/n87870918
"Corcoran, Thomas Gardiner, 1900-",,
"Cork, James M. (James Murle), 1894-","Cork, James M. (James Murle), 1894-",http://id.loc.gov/authorities/names/n85802226
"Cornell, Ezra, 1807-1874.","Cornell, Ezra, 1807-1874",http://id.loc.gov/authorities/names/n97066641
"Corriveau, Claire.",,
"Corselius, George, 1806-1849.",,
"Corwin, Edward Henry Lewinski, 1885-","Corwin, E. H. L. (Edward Henry Lewinski), 1885-1953",http://id.loc.gov/authorities/names/no98124700
"Corwin, Edward Samuel, 1878-1963.","Corwin, Edward S. (Edward Samuel), 1878-1963",http://id.loc.gov/authorities/names/n79017935
"Costello, Lou.","Costello, Lou",http://id.loc.gov/authorities/names/n50018158
"Cotter, William Edward, 1893-1957.",,
"Coudert, Frederic R. (Frederic RenÃ©), 1871-",,
"Countryman, Vern.","Countryman, Vern",http://id.loc.gov/authorities/names/n79056157
"Courant, Paul.","Allem, Maurice, 1872-1959",http://id.loc.gov/authorities/names/no2009058042
"Courtney, Kent.","Courtney, Kent",http://id.loc.gov/authorities/names/n88172285
"Cousin, Victor, 1792-1867.","Cousin, Victor, 1792-1867",http://id.loc.gov/authorities/names/n50058687
"Covert, Florence.",,
"Cowgill, Ella Lee.","Cowgill, Ella Lee",http://id.loc.gov/authorities/names/n2014073006
"Cowles, John, 1898-1983.","Cowles, John, 1898-1983",http://id.loc.gov/authorities/names/no91002540
"Cowley, Malcolm, 1898-","Cowley, Malcolm, 1898-1989",http://id.loc.gov/authorities/names/n79081720
"Cowling, Donald J.","Cowling, Donald J. (Donald John), 1880-1965",http://id.loc.gov/authorities/names/n88172869
"Cox, Eugene.","Cox, Eugene L.",http://id.loc.gov/authorities/names/n92051146
"Cox, James M. (James Middleton), 1870-1957.","Cox, James M. (James Middleton), 1870-1957",http://id.loc.gov/authorities/names/n85127913
"Cox, Viola.","Cox, Ruth, 1926-",http://id.loc.gov/authorities/names/n96044682
"Crafts, Wilbur F. (Wilbur Fisk). 1850-1922.","Crafts, Wilbur F. (Wilbur Fisk), 1850-1922",http://id.loc.gov/authorities/names/n85268431
"Craig, Charles Patton, 1858-1935.","Craig, Charles P. (Charles Patton), 1858-1935",http://id.loc.gov/authorities/names/no2006050332
"Craig, James Alexander, 1855-1932.","Craig, James Alexander, 1855-1932",http://id.loc.gov/authorities/names/n80084634
"Cram, Ralph Adams, 1863-1942.","Cram, Ralph Adams, 1863-1942",http://id.loc.gov/authorities/names/n79117196
"Crandell, John L.",,
"Crane, Augustus Warren, 1868-1937.",,
"Crane, Robert Treat, b. 1880.","Crane, Robert Treat, 1880-",http://id.loc.gov/authorities/names/n85273526
"Creighton, Joseph.","Creighton, Andrew Joseph, 1904-",http://id.loc.gov/authorities/names/no2003054180
"Creston, Paul, 1906-","Creston, Paul, 1906-1985",http://id.loc.gov/authorities/names/n80053118
"Cret, Paul Philippe, 1876-1945.","Cret, Paul Philippe, 1876-1945",http://id.loc.gov/authorities/names/n85277034
"Crews, Cecil Robert.","Crews, Cecil Robert",http://id.loc.gov/authorities/names/n81085773
"Crim, Bobby.",,
"Cripps, Richard Stafford, Sir, 1889-1952.","Cripps, Richard Stafford, Sir, 1889-1952",http://id.loc.gov/authorities/names/n83179276
"Crittenberg, Willis.",,
"Crockett, George W.","Crockett, George W.",http://id.loc.gov/authorities/names/n80121522
"Cromwell, James Henry Roberts.","Cromwell, James H. R. (James Henry Roberts), 1896-1990",http://id.loc.gov/authorities/names/n96049284
"Cronkite, Walter.","Cronkite, Walter",http://id.loc.gov/authorities/names/n79109028
"Crooker, Joseph Henry, 1850-1931.","Crooker, Joseph Henry, 1850-1931",http://id.loc.gov/authorities/names/n88623347
"Cropley, Charles Elmore.","Cropley, Charles Elmore",http://id.loc.gov/authorities/names/n84214448
"Cross, Ira Brown, 1880-","Cross, Ira B. (Ira Brown), 1880-",http://id.loc.gov/authorities/names/n90627430
"Cross, Wilbur L. (Wilbur Lucius), 1862-1948.","Cross, Wilbur L. (Wilbur Lucius), 1862-1948",http://id.loc.gov/authorities/names/n50077517
"Crouse, John Robert, 1874-1946.",,
"Crowley, Leo T.",,
"Crumb, George.","García Lorca, Federico, 1898-1936",http://id.loc.gov/authorities/names/n79034425
"Cudlip, William Byrnes, 1904-",,
"Cudney, Charles H., 1828-1904.",,
"Cullen, Countee, 1903-1946.","Cullen, Countee, 1903-1946",http://id.loc.gov/authorities/names/n50019600
"Cullen, Yolande Dubois.",,
"Cullis, Hazel, 1888-",,
"Cumming, Kimberli.",,
"Cummings, E. E. (Edward Estlin), 1894-1962.","Cummings, E. E. (Edward Estlin), 1894-1962",http://id.loc.gov/authorities/names/n79038464
"Cummings, George Donald, 1904-1967.",,
"Cummings, Homer S.","Cummings, Homer S. (Homer Stillé), 1870-1956",http://id.loc.gov/authorities/names/n88639648
"Cummings, Joseph, 1817-1890.","Cummings, Joseph, 1817-1890",http://id.loc.gov/authorities/names/nr99028598
"Cunliffe, John William, 1865-1946.","Cunliffe, John William, 1865-1946",http://id.loc.gov/authorities/names/n50019321
"Cunningham, DeVon.",,
"Cunningham, Harry Blair, 1907-",,
"Cunningham, Leon Max, d. 1930.",,
"Cunningham, Sarah Jane.","Cunningham, Sarah Jane",http://id.loc.gov/authorities/names/n80051439
"Curley, James M.","Curley, James Michael, 1874-1958",http://id.loc.gov/authorities/names/n96085290
"Currier, A. O.",,
"Curtis, Charles, 1860-1936.","Curtis, Charles, 1860-1936",http://id.loc.gov/authorities/names/n89600284
"Curtis, Charles.","Berghofer, Chuck",http://id.loc.gov/authorities/names/n80097084
"Curtis, John Green, 1844-1913.",,
"Curtis, Thomas B. (Thomas Bradford), 1911-","Curtis, Thomas B. (Thomas Bradford), 1911-1993",http://id.loc.gov/authorities/names/n85337435
"Curtis, William Eleroy, 1850-1911.","Curtis, William Eleroy, 1850-1911",http://id.loc.gov/authorities/names/n88637536
"Curtiss, Mary Louise Welton.",,
"Cushing, Harvey, 1869-1939.","Cushing, Harvey, 1869-1939",http://id.loc.gov/authorities/names/n79132482
"Cutcheon, Sullivan M., 1843-1900.",,
"Cutler, Elliott Carr, 1888-1947.","Cutler, Elliott Carr, 1888-1947",http://id.loc.gov/authorities/names/n88110709
"D'Arms, John H., 1934.","D'Arms, John H., 1934-",http://id.loc.gov/authorities/names/n80137795
"DÃ¡vila, Carlos G., 1887-1955.",,
"DÃ­az, Porfirio, 1830-1915.",,
"Dabney, Virginius, 1901-","Dabney, Virginius, 1901-1995",http://id.loc.gov/authorities/names/n50041560
"Dabney, W. D.","Dabney, Walter D. (Walter Davis), 1853-1899",http://id.loc.gov/authorities/names/no90024242
"Dahlberg, Edwin T. (Edwin Theodore), 1892-1986.","Dahlberg, Edwin T. (Edwin Theodore), 1892-1986",http://id.loc.gov/authorities/names/n86114768
"Dale, Albert Ennis, 1890-1954.","Dale, Albert E. (Albert Ennis), 1890-1954",http://id.loc.gov/authorities/names/no2009004749
"Daley, Richard J., 1902-1976.","Daley, Richard J., 1902-1976",http://id.loc.gov/authorities/names/n79069953
"Daly, Arnold, 1875-1927.","Cuyvers, Peter",http://id.loc.gov/authorities/names/n2009030729
"Dame, Gilman Marston, 1866-1939.",,
"Damman, James.",,
"Dana, Henry Wadsworth Longfellow, 1881-1950.","Dana, Henry Wadsworth Longfellow, 1881-1950",http://id.loc.gov/authorities/names/n97858148
"Dana, James Dwight, 1813-1895.","Dana, James Dwight, 1813-1895",http://id.loc.gov/authorities/names/n50055685
"Dana, John Cotton, 1856-1929.","Dana, John Cotton, 1856-1929",http://id.loc.gov/authorities/names/n50037772
"Danforth, Percy.","Danforth, Percy",http://id.loc.gov/authorities/names/n83066471
"Danhof, Robert.",,
"Daniel, Elbert Clifton, 1912-","Daniel, Clifton, 1912-2000",http://id.loc.gov/authorities/names/n82260640
"Daniels, Jonathan, 1902-","Daniels, Jonathan, 1902-1981",http://id.loc.gov/authorities/names/n50037359
"Darden, Colgate W. (Colgate Whitehead), 1897-1981.","Darden, Colgate W. (Colgate Whitehead), 1897-1981",http://id.loc.gov/authorities/names/n88059190
"Darlington, Philip Jackson, 1904-1983.","Darlington, Philip Jackson, 1904-1983",http://id.loc.gov/authorities/names/n79138634
"Das, Taraknath, 1884-1958.","Das, Taraknath, 1884-1958",http://id.loc.gov/authorities/names/n89202668
"Daubendiek, Bertha A. (Bertha Antoine)",,
"Davenport, Charles Benedict, 1866-1944.","Davenport, Charles Benedict, 1866-1944",http://id.loc.gov/authorities/names/n83825499
"Davenport, Herbert Joseph, 1861-1931.","Davenport, Herbert Joseph, 1861-1931",http://id.loc.gov/authorities/names/no97023989
"Davidow, Larry.",,
"Davidson, O. C.",,
"Davies, B. L.","Davies, Brian L., 1953-",http://id.loc.gov/authorities/names/n85090366
"Davis, Alexander Jackson, 1803-1892.","Davis, Alexander Jackson, 1803-1892",http://id.loc.gov/authorities/names/n80153777
"Davis, Angela Y. (Angela Yvonne), 1944-","Davis, Angela Y. (Angela Yvonne), 1944-",http://id.loc.gov/authorities/names/n50035485
"Davis, Dwight Filley, 1879-1945.","Davis, Dwight Filley, 1879-1945",http://id.loc.gov/authorities/names/n97046482
"Davis, Elmer Holmes, 1890-1958.","Davis, Elmer Holmes, 1890-1958",http://id.loc.gov/authorities/names/n50035523
"Davis, James McCoy, 1914-",,
"Davis, Jefferson, 1808-1889.","Davis, Jefferson, 1808-1889",http://id.loc.gov/authorities/names/n79145410
"Davis, John W. (John William), 1873-1955.","Davis, John W. (John William), 1873-1955",http://id.loc.gov/authorities/names/n88218900
"Davis, Rennie.","Davis, Rennie",http://id.loc.gov/authorities/names/n90698127
"Davison, Archibald Thompson, 1883-","Davison, Archibald T. (Archibald Thompson), 1883-1961",http://id.loc.gov/authorities/names/n85064882
"Davison, Frederick Trubee, 1896-","Davison, Frederick Trubee, 1896-1974",http://id.loc.gov/authorities/names/n2001120423
"Davock, Harlow P.",,
"Dawes, Charles Gates, 1865-1951.","Dawes, Charles Gates, 1865-1951",http://id.loc.gov/authorities/names/n79032944
"Dawson, John P., 1902-1985.","Dawson, John P. (John Philip), 1902-1985",http://id.loc.gov/authorities/names/n79122485
"Dawson, Percy M. (Percy Millard), 1873-","Dawson, Percy M. (Percy Millard), 1873-",http://id.loc.gov/authorities/names/n85807914
"Day, Clara.","Day, Clara Baker, 1836-1919",http://id.loc.gov/authorities/names/nr2006005845
"Day, D. H. (David Henry), b. 1854.",,
"Day, William R. (William Rufus), 1849-1923.","Day, William R. (William Rufus), 1849-1923",http://id.loc.gov/authorities/names/n86053310
"Dean, Bashford, 1867-1928.","Dean, Bashford, 1867-1928",http://id.loc.gov/authorities/names/n88632489
"Dean, Gordon E., 1905-1958.","Dean, Gordon E., 1905-1958",http://id.loc.gov/authorities/names/n86141190
"Dean, Walter Clark, 1898-",,
"Dearden, John F. (John Francis), 1907-1988.","Dearden, John F. (John Francis), 1907-1988",http://id.loc.gov/authorities/names/n90623841
"Deardorff, Neva Ruth, 1887-",,
"Decatur, Catherine.",,
"De Forest, Robert W. (Robert Weeks), 1848-1931.","De Forest, Robert W. (Robert Weeks), 1848-1931",http://id.loc.gov/authorities/names/n88609337
"DeGaetano, Armand L.",,
"Degan, James E.",,
"De La Cruz, Jessie Lopez, 1919-","De La Cruz, Jessie Lopez, 1919-",http://id.loc.gov/authorities/names/n79029170
"Deland, Margaret Wade Campbell, 1857-1945.","Deland, Margaret, 1857-1945",http://id.loc.gov/authorities/names/n50039020
"Delano, Frederic A. (Frederic Adrian), 1863-1953.",,
"De Maggio, Andrew.",,
"Dempsey, Dave, 1957-","Dempsey, Dave, 1957-",http://id.loc.gov/authorities/names/n2001002768
"Dempsey, John N., 1915-",,
"Dende, Leopold.",,
"Denham, Virginia.","Denham, Virginia Shelby",http://id.loc.gov/authorities/names/n92014500
"Denney, Joseph Villiers, 1862-1935.","Denney, Joseph Villiers, 1862-1935",http://id.loc.gov/authorities/names/no2002083732
"Dennis, Don.","Dennis, D. J. (Donald James), 1945-",http://id.loc.gov/authorities/names/n93042312
"Denny, George Hutcheson, 1870-1955.","Denny, George Hutcheson, 1870-1955",http://id.loc.gov/authorities/names/n90724883
"De Normandie, James, 1836-1924.","De Normandie, James, 1836-1924",http://id.loc.gov/authorities/names/n89602339
"Densmore, Gail Ernest, 1894-",,
"Derby, Orville A. (Orville Adelbert), 1851-1915.","Derby, Orville A. (Orville Adelbert), 1851-1915",http://id.loc.gov/authorities/names/n86107593
"Der Ling, Princess.","Der Ling, Princess",http://id.loc.gov/authorities/names/n50005213
"Dern, George Henry, 1872-1936.","Dern, George Henry, 1872-1936",http://id.loc.gov/authorities/names/n89125984
"Detzer, Dorothy, 1893-1981.","Detzer, Dorothy, 1893-1981",http://id.loc.gov/authorities/names/n90661229
"Detzer, Karl, 1891-","Detzer, Karl, 1891-1987",http://id.loc.gov/authorities/names/no89012849
"Deutsch, Babette, 1895-","Deutsch, Babette, 1895-1982",http://id.loc.gov/authorities/names/n50001653
"Dever, Harry.",,
"Dever, Paul Andrew, 1903-","Dever, Paul A. (Paul Andrew), 1903-1958",http://id.loc.gov/authorities/names/no2010077329
"DeWeese, Paul N.",,
"Dewey, Edmund Otis, 1861-1921.",,
"Dewey, May Williams.",,
"Dewey, Orville, 1794-1882.","Dewey, Orville, 1794-1882",http://id.loc.gov/authorities/names/n87851745
"Deyo, Harry N., 1892-",,
"Dickinson, Edwin De Witt, 1887-1961.","Dickinson, Edwin De Witt, 1887-1961",http://id.loc.gov/authorities/names/no96012172
"Dickinson, Seldon, 1892-1964.",,
"Diefenbaker, John G., 1895-1979.","Diefenbaker, John G., 1895-1979",http://id.loc.gov/authorities/names/n50025505
"Dieffenbach, Albert C.","Dieffenbach, Albert C. (Albert Charles), 1876-1963",http://id.loc.gov/authorities/names/no2004023857
"Dietrich, Gertrude Levandoski.",,
Dignity Detroit.,,
"Dillinger, John, 1903-1934.","Dillinger, John, 1903-1934",http://id.loc.gov/authorities/names/n82147276
"Dillon, C. Douglas (Clarence Douglas), 1909-","Dillon, C. Douglas (Clarence Douglas), 1909-2003",http://id.loc.gov/authorities/names/n86001276
"Dinkmeier, Johann Heinrich, b. 1849.",,
"DiSalle, Michael V. (Michael Vincent), 1908-","DiSalle, Michael V. (Michael Vincent), 1908-1981",http://id.loc.gov/authorities/names/n93027652
"Dix, Dorothea Lynde, 1802-1887.","Dix, Dorothea Lynde, 1802-1887",http://id.loc.gov/authorities/names/n50029859
"Dix, John Alden, 1860-1928.","Dix, John A. (John Alden), 1860-1928",http://id.loc.gov/authorities/names/n97067698
"Dock, George, 1860-","Dock, George, 1860-1951",http://id.loc.gov/authorities/names/n85250562
"Dodd, Bella Visono, 1904-","Dodd, Bella V., 1904-1969",http://id.loc.gov/authorities/names/no2013075060
"Dodds, Harold W. (Harold Willis), 1889-1980.","Dodds, Harold W. (Harold Willis), 1889-1980",http://id.loc.gov/authorities/names/nr93023439
"Dodge, Joseph M. (Joseph Morrell), 1890-1964.","Dodge, Joseph M. (Joseph Morrell), 1890-1964",http://id.loc.gov/authorities/names/n92063859
"Dodson, Helen Walter, 1905-","Dodson, Helen Walter, 1905-",http://id.loc.gov/authorities/names/n82118576
"Dolbear, A. E. (Amos Emerson), 1837-1910.","Dolbear, A. E. (Amos Emerson), 1837-1910",http://id.loc.gov/authorities/names/n90635143
"Dole, Nathan Haskell, 1852-1935.","Dole, Nathan Haskell, 1852-1935",http://id.loc.gov/authorities/names/n50027251
"Dolph, Ray A.",,
"Doman, Bernard A.",,
"Donahue, Esther.",,
"Donaldson, James, Sir, 1831-1915.","Donaldson, James, Sir, 1831-1915",http://id.loc.gov/authorities/names/n88680196
"Donnell, Forrest C., 1884-","Donnell, Forrest C., 1884-1980",http://id.loc.gov/authorities/names/no2001008573
"Donnelley, Thomas Elliott, 1867-1955.","Donnelley, T. E. (Thomas Elliott), 1867-1955",http://id.loc.gov/authorities/names/no2008190244
"Donnelly, Elaine.","Donnelly, Colleen Elaine",http://id.loc.gov/authorities/names/n89622355
"Donnelly, Joseph P.","Donnelly, Joseph P.",http://id.loc.gov/authorities/names/n50026713
"Doremus, Frank Ellsworth, 1865-1947.","Doremus, Frank E. (Frank Ellsworth), 1865-1947",http://id.loc.gov/authorities/names/n2003087123
"Dougherty, Edward A.","Dougherty, Edward C. A.",http://id.loc.gov/authorities/names/no2010144995
"Dougherty, Richard M.","Dougherty, Richard M.",http://id.loc.gov/authorities/names/n50026965
"Douglass, Frederick, 1818-1895.","Douglass, Frederick, 1818-1895",http://id.loc.gov/authorities/names/n80013236
"Douglass, Henry Woolsey.",,
"Doull, James Angus, 1889-1963.","Doull, James A. (James Angus), 1889-1963",http://id.loc.gov/authorities/names/no2005072683
"Downes, John, 1784-1854.","Downes, John, 1784-1854",http://id.loc.gov/authorities/names/nr2001012250
"Downey, John.","Downey, Robert, Jr., 1965-",http://id.loc.gov/authorities/names/no96015422
"Doyle, Edward H., 1849-1919.",,
"Doyle, Patrick J.","Doyle, Patrick J.",http://id.loc.gov/authorities/names/n82024570
"Doyle, William F.",,
"Drake, Joseph Horace, 1860-","Drake, Joseph H. (Joseph Horace), 1860-1947",http://id.loc.gov/authorities/names/no2002091574
"Drake, Ludlum C.",,
"Drake, Richard L.","Drake, Richard L. (Richard Lee), 1950-",http://id.loc.gov/authorities/names/n87870376
"Dresser, Horatio W. (Horatio Willis), b. 1866.",,
"Dreyfuss, Marion.",,
"Drinan, Rhonda.",,
"Driscoll, John.","Fitz-Gerald, John D. (John Driscoll), 1873-1946",http://id.loc.gov/authorities/names/n2004021973
"Drummond, James, 1835-1924.",,
"Drury, Newton B., 1889-",,
"Dubina, Nestor.",,
"Dubois, Elizabeth E.",,
"Dubrow, Evelyn.",,
"Duey, Philip A., d. 1982.",,
"Duff, Lela.",,
"Duff, Robert A.","Duff, Robert A. (Robert Anderson), 1959-",http://id.loc.gov/authorities/names/n97055267
"Duffield, Henry Martyn, 1842-1912.","Duffield, Henry M. (Henry Martyn), 1842-1912",http://id.loc.gov/authorities/names/no2008189009
"Duke, Angier Biddle, 1915-","Duke, Angier Biddle, 1915-1995",http://id.loc.gov/authorities/names/n98054708
"Duley, Margot I.","Duley, Margot I.",http://id.loc.gov/authorities/names/n83162430
"Dulles, Allen Welsh, 1893-1969.","Dulles, Allen, 1893-1969",http://id.loc.gov/authorities/names/n50030555
"Dumesnil, Maurice, 1886-1974.","Dumesnil, Maurice, 1886-1974",http://id.loc.gov/authorities/names/no88000701
"Dunbar, Daphne.",,
"Dunbar, Willis Frederick, 1902-","Dunbar, Willis Frederick, 1902-1970",http://id.loc.gov/authorities/names/n79081321
"Dunckel, Miller Lewis, 1899-",,
"Dundonald, Thomas Cochrane, Earl of, 1775-1860.","Dundonald, Thomas Cochrane, Earl of, 1775-1860",http://id.loc.gov/authorities/names/n50054509
"Dunham, Esther.","Dunham, Esther W. Barrows (Esther Witherall Barrows), 1777-1825",http://id.loc.gov/authorities/names/n92092997
"Dunham, Franklin, 1892-","Dunham, Franklin, 1892-",http://id.loc.gov/authorities/names/no2003084987
"Dunker, Stephen.","Dunker, Stephen",http://id.loc.gov/authorities/names/n93032409
"Dunmore, Al.",,
"Dunn, Jacob Piatt, 1855-1924.","Dunn, Jacob Piatt, 1855-1924",http://id.loc.gov/authorities/names/n80019572
"Dunn, Nettie.",,
"Dunnigan, James P.",,
"Dunning, William Archibald, 1857-1922.","Dunning, William Archibald, 1857-1922",http://id.loc.gov/authorities/names/n50029745
"Dunsany, Edward John Moreton Drax Plunkett, Baron, 1878-1957.","Dunsany, Edward John Moreton Drax Plunkett, Baron, 1878-1957",http://id.loc.gov/authorities/names/n80005394
"Dunster, Edward Swift, 1834-1888.","Dunster, Edward S. (Edward Swift), 1834-1888",http://id.loc.gov/authorities/names/nr00019321
"Durant, Will, 1885-","Durant, Will, 1885-1981",http://id.loc.gov/authorities/names/n50029771
"Durant, Will, 1885-1981.","Durant, Will, 1885-1981",http://id.loc.gov/authorities/names/n50029771
"Durfee, Edgar, 1882-1958.",,
"Durfee, Edgar Noble, 1882-1952.",,
"Dutcher, William, 1846-1920.","Dutcher, William, 1846-1920",http://id.loc.gov/authorities/names/no97047441
"Dwyer, John W. (John William), b. 1865.",,
"Dykema, Peter W. (Peter William), 1873-1951.","Dykema, Peter W. (Peter William), 1873-1951",http://id.loc.gov/authorities/names/no90014271
"Eakins, Thomas, 1844-1916.","Eakins, Thomas, 1844-1916",http://id.loc.gov/authorities/names/n80061185
"Earhart, Will.","Earhart, Will",http://id.loc.gov/authorities/names/nr89008677
"Earle, Clifford.","Earle, Clifford J.",http://id.loc.gov/authorities/names/n86078905
"Earle, G. Harold.",,
"Early, Stephen.","Early, Stephen Tyree, 1923-",http://id.loc.gov/authorities/names/n81004358
"Eastman, Max, 1883-1969.","Eastman, Max, 1883-1969",http://id.loc.gov/authorities/names/n50024420
"Easton, Emily.","Easton, Emily",http://id.loc.gov/authorities/names/no00086545
"Eaton, Amasa M. (Amasa Mason), 1841-1914.","Eaton, Amasa M. (Amasa Mason), 1841-1914",http://id.loc.gov/authorities/names/n88070810
"Eaton, Cyrus Stephen, 1883-","Butterfield, L. H. (Lyman Henry), 1909-1982",http://id.loc.gov/authorities/names/n79110224
"Eaton, Leonard K.","Eaton, Leonard K.",http://id.loc.gov/authorities/names/n87844998
"Eberbach, Linda.",,
"Eberharter, Herman Peter, 1892-1958.","Eberharter, Herman P. (Herman Peter), 1892-1958",http://id.loc.gov/authorities/names/no2009003215
"Eckart, Carl, 1902-","Eckart, Carl, 1902-1973",http://id.loc.gov/authorities/names/n86873209
"Eckert, Bob.","Eckert, Bob",http://id.loc.gov/authorities/names/no2001062192
"Eckert, Otto E., 1890-",,
"Edades, Jean G.","Edades, Jean G.",http://id.loc.gov/authorities/names/n84153831
"Edades, Victorio C., 1895-","Edades, Victorio C., 1895-",http://id.loc.gov/authorities/names/n82044122
"Eddy, Gerald E. (Gerald Ernest), 1907-","Eddy, Gerald E. (Gerald Ernest), 1907-1977",http://id.loc.gov/authorities/names/n90622213
"Eddy, Robert M.","Eddy, Robert Merrill",http://id.loc.gov/authorities/names/n96115654
"Eden, Anthony, Earl of Avon, 1897-1977.","Eden, Anthony, Earl of Avon, 1897-1977",http://id.loc.gov/authorities/names/n79045376
"Edgell, George Harold, 1887-","Edgell, George Harold, 1887-1954",http://id.loc.gov/authorities/names/n2002017421
"Edington, D. W., |d 1937-","Edington, D. W., 1937-",http://id.loc.gov/authorities/names/n82237954
"Edison, Mary Stilwell.",,
"Edmonds, S. Emma E. (Sarah Emma Evelyn), 1841-1898.","Edmonds, S. Emma E. (Sarah Emma Evelyn), 1841-1898",http://id.loc.gov/authorities/names/n84000898
"Edwards, Esther.","Edwards, Jonathan, 1703-1758",http://id.loc.gov/authorities/names/n79084179
"Edwards, India.","Edwards, India",http://id.loc.gov/authorities/names/n91015908
"Edwards, William J.","Edwards, Jack, 1928-",http://id.loc.gov/authorities/names/no2010136910
"Eerdmans, William B.",,
"Efromoff, G.",,
"Egan, Patrick.","Egan, Patrick J.",http://id.loc.gov/authorities/names/n2007043979
"Eggleston, Arthur Francis, 1890-",,
"Ehnis, Leroy.",,
"Ehrenfest, Paul, 1880-1933.","Ehrenfest, Paul, 1880-1933",http://id.loc.gov/authorities/names/n83826301
"Ehrlich, Paul, 1854-1915.","Ehrlich, Paul, 1854-1915",http://id.loc.gov/authorities/names/n83164445
"Eibler, John.",,
"Eigenmann, Carl H., 1863-1927.","Eigenmann, Carl H., 1863-1927",http://id.loc.gov/authorities/names/n89609744
"Eisenhower, Edgar, 1889-","Eisenhower, Edgar, 1889-1971",http://id.loc.gov/authorities/names/n99271150
"Elbel, Louis.","Elbel, Louis",http://id.loc.gov/authorities/names/n89656331
"Eldering, Grace, 1900-",,
"Eldred, Foss Oscar, 1884-",,
"Eldred, Mary.","Eldred, Lynn M.",http://id.loc.gov/authorities/names/no2003012298
"Eldridge, James B.","Eldridge, James B., 1784 or 1785-1864",http://id.loc.gov/authorities/names/nr92003215
"Eliasohn, Jack, 1908-",,
"Eliot, T. S. (Thomas Stearns), 1888-1965.","Eliot, T. S. (Thomas Stearns), 1888-1965",http://id.loc.gov/authorities/names/n79006870
"Eliot, Thomas Hopkinson, 1907-","Eliot, Thomas H. (Thomas Hopkinson), 1907-1991",http://id.loc.gov/authorities/names/n80084532
"Elkuss, Mary, 1915-",,
"Ellington, Duke, 1899-1974.","Ellington, Duke, 1899-1974",http://id.loc.gov/authorities/names/n50080187
"Elliot, Daniel Giraud, 1835-1915.","Elliot, Daniel Giraud, 1835-1915",http://id.loc.gov/authorities/names/n79117154
"Elliott, Arthur G., 1916-",,
"Elliott, Edward C. (Edward Charles), 1874-1960.","Elliott, Edward C. (Edward Charles), 1874-1960",http://id.loc.gov/authorities/names/n85026318
"Elliott, Eugene Bradley, 1896-",,
"Ellrick, Charles Burke, 1908-",,
"Ellsworth, Robert.","Ellsworth, Robert Hatfield, 1929-2014",http://id.loc.gov/authorities/names/n85331737
"Elmslie, George Grant, 1871-1952.","Elmslie, George Grant, 1871-1952",http://id.loc.gov/authorities/names/n82087728
"Emery, A. G.","Emery, A. G. (Ard G.), 1833-1923",http://id.loc.gov/authorities/names/no2010110752
"Emery, John Garfield, 1881-",,
"Emmerich, Hugo.","Rössler, Helmut, 1903-1982",http://id.loc.gov/authorities/names/n2008007639
"Emmons, H. H. (Harry H.)","Emmons, H. H. (Harry H.)",http://id.loc.gov/authorities/names/n79103946
"Engel, Leonard, 1916-1964.","Engel, Leonard, 1916-1964",http://id.loc.gov/authorities/names/n50010380
"Engler, Coleen.",,
"English, Colin.","Firth, Colin, 1960-",http://id.loc.gov/authorities/names/no90011053
"English, Richard A.","White, Richard, 1539-1611",http://id.loc.gov/authorities/names/nr93010908
"Ensign, Arselia Sehler.",,
"Erhard, Ludwig.","Erhard, Ludwig",http://id.loc.gov/authorities/names/n50053242
"Erlanger, Joseph, 1874-1965.","Erlanger, Joseph, 1874-1965",http://id.loc.gov/authorities/names/n89663701
"Ervin, Sam J. (Sam James), 1896-1985.","Ervin, Sam J., Jr. (Sam James), 1896-1985",http://id.loc.gov/authorities/names/n50008970
"Erwin, Henry Parsons, 1881-1953.",,
"Esch, Marvin Lionel, 1927-",,
"Eschelbach, Al.",,
"Essig, Edith.",,
"Estabrook, Joseph, 1820-1894.",,
"Estep, Samuel D.","Estep, Samuel D., 1919-2006",http://id.loc.gov/authorities/names/no2015042337
"Ettinghausen, Richard.","Ettinghausen, Richard",http://id.loc.gov/authorities/names/n79056000
"Evans, Charles, 1850-1935.","Evans, Charles, 1850-1935",http://id.loc.gov/authorities/names/n50009001
