Name,LCNAF Heading,LC Record Link
"Chamberlin, John R.","Chamberlin, John R.",http://id.loc.gov/authorities/names/n85368984
"Chamberlin, William Henry, 1897-1969.","Chamberlin, William Henry, 1897-1969",http://id.loc.gov/authorities/names/n86031469
"Chambers, Evan K., 1963-","Chambers, Evan K., 1963-",http://id.loc.gov/authorities/names/nr96015638
"Chambers, William Paris, 1854-1913.","Chambers, William Paris, 1854-1913",http://id.loc.gov/authorities/names/n78016693
"Chaminade, Cecile, 1857?-1944.","Chaminade, Cécile, 1857-1944",http://id.loc.gov/authorities/names/n81076989
"Chandler, Elizabeth Margaret, 1807-1834.","Chandler, Elizabeth Margaret, 1807-1834",http://id.loc.gov/authorities/names/n85323082
"Chandler, Henry.","Chandler, Henry W. (Henry William), 1828-1889",http://id.loc.gov/authorities/names/n86843700
"Chandler, Zachariah, 1813-1879.","Chandler, Zachariah, 1813-1879",http://id.loc.gov/authorities/names/nr90009135
"Channing, Edward, 1856-1931.","Channing, Edward, 1856-1931",http://id.loc.gov/authorities/names/n50036310
"Chapin, Roy D. (Roy Dikeman), 1880-1936.","Chapin, Roy D. (Roy Dikeman), 1880-1936",http://id.loc.gov/authorities/names/n86114210
"Chaplin, Maxwell.","Chaplin, Maxwell, 1890-1926",http://id.loc.gov/authorities/names/no2011180532
"Chapman, Carl Haley, 1915-","Chapman, Carl H. (Carl Haley), 1915-1987",http://id.loc.gov/authorities/names/n79066115
"Chapman, Herman Haupt, 1874-1963.","Chapman, Herman Haupt, 1874-1963",http://id.loc.gov/authorities/names/nr00032680
"Chapman, Oscar L. (Oscar Littleton), 1896-1978.","Chapman, Oscar L. (Oscar Littleton), 1896-1978",http://id.loc.gov/authorities/names/n90660154
"Charles, Gordon.","Grousset, Paschal, 1844-1909",http://id.loc.gov/authorities/names/n86089026
"Chase, A. W. (Alvin Wood), 1817-1885.","Chase, A. W. (Alvin Wood), 1817-1885",http://id.loc.gov/authorities/names/n81024666
"Chase, Harry Woodburn, 1883-1955.","Chase, Harry Woodburn, 1883-1955",http://id.loc.gov/authorities/names/n91052111
"Chase, Lew Allen, 1879-1957.","Chase, Lew Allen, 1879-1957",http://id.loc.gov/authorities/names/no2003047103
"Chase, Salmon P. (Salmon Portland), 1808-1873.","Chase, Salmon P. (Salmon Portland), 1808-1873",http://id.loc.gov/authorities/names/n50036227
"Chase, Stuart, 1888-1985.","Chase, Stuart, 1888-1985",http://id.loc.gov/authorities/names/n80039724
"Chavez, Cesar, 1927-","Chavez, Cesar, 1927-1993",http://id.loc.gov/authorities/names/n50038224
"Chavis, John.","Chavis, John, 1763-1838",http://id.loc.gov/authorities/names/n00110990
"Cherrington, Ernest Hurst, 1877-1950.","Cherrington, Ernest Hurst, 1877-1950",http://id.loc.gov/authorities/names/n82070548
"Chester, Eric.","Chester, Eric Thomas",http://id.loc.gov/authorities/names/n85013250
"Cheyney, Ralph.","Trent, Lucia, 1897-1977",http://id.loc.gov/authorities/names/n85185596
"Chiang, Kai-Shek 1887-1975.","Chiang, Kai-shek, 1887-1975",http://id.loc.gov/authorities/names/n80057046
"Chiang, May-ling Soong, 1897-2003.","Chiang, May-ling Soong, 1897-2003",http://id.loc.gov/authorities/names/n50059493
"Childe, V. Gordon (Vere Gordon), 1892-1957.","Childe, V. Gordon (Vere Gordon), 1892-1957",http://id.loc.gov/authorities/names/n79120914
"Chin, Vincent.","Chin, Vincent, -1982",http://id.loc.gov/authorities/names/no2001077651
"Chirri, Mohamad Jawad.","Chirri, Mohamad Jawad",http://id.loc.gov/authorities/names/n80010296
"Choate, Joseph Hodges, 1832-1917.","Choate, Joseph Hodges, 1832-1917",http://id.loc.gov/authorities/names/n50038184
"Chomsky, Noam.","Chomsky, Noam",http://id.loc.gov/authorities/names/n79104267
"Chorover, Stephan L.","Chorover, Stephan L.",http://id.loc.gov/authorities/names/n78081027
"Christensen, Halvor N.","Christensen, Halvor N.",http://id.loc.gov/authorities/names/n50037626
"Christgau, Oscar Gottlieb.","Christgau, O. G. (Oscar Gottlieb), 1884-1978",http://id.loc.gov/authorities/names/no97070737
"Christian, Palmer.","Palmer, Bernard, 1914-1998",http://id.loc.gov/authorities/names/n79150276
"Christiancy, Isaac Peckham, 1812-1890.","Christiancy, Isaac Peckham, 1812-1890",http://id.loc.gov/authorities/names/n88159836
"Chrysler, Richard.","Chrysler, Dick",http://id.loc.gov/authorities/names/n00022025
"Chrysler, Walter Percy, 1875-1940.","Chrysler, Walter P. (Walter Percy), 1875-1940",http://id.loc.gov/authorities/names/nr95026107
"Church, Frank.","Church, F. Forrester",http://id.loc.gov/authorities/names/n79094123
"Ciardi, John, 1916-","Ciardi, John, 1916-1986",http://id.loc.gov/authorities/names/n79058347
"Cimprich, Bernadine.","Cimprich, Bernadine",http://id.loc.gov/authorities/names/n85232315
"Cisler, Walker Lee, 1897-","Cisler, Walker L. (Walker Lee), 1897-1994",http://id.loc.gov/authorities/names/n94063919
"Cissel, James H. (James Harlan), 1889-","Cissel, James H. (James Harlan), 1889-",http://id.loc.gov/authorities/names/no93009746
"Clancy, Robert Henry, 1882-1962.","Clancy, Robert H. (Robert Henry), 1882-1962",http://id.loc.gov/authorities/names/no2008190246
"Clapp, Earle Hart, 1877-","Clapp, Earle H. (Earle Hart), 1877-1970",http://id.loc.gov/authorities/names/nr00032678
"Clark, Champ, 1850-1921.","Clark, Champ, 1850-1921",http://id.loc.gov/authorities/names/n85337433
"Clark, John Bates, 1847-1938.","Clark, John Bates, 1847-1938",http://id.loc.gov/authorities/names/n50038685
"Clark, Mary H.","Clark, Mary H., 1844-1896",http://id.loc.gov/authorities/names/no94018237
"Clark, Thomas Curtis, 1877-1953.","Clark, Thomas Curtis, 1877-1953",http://id.loc.gov/authorities/names/n50038497
"Clark, Tom C. (Tom Campbell), 1899-1977.","Clark, Tom C. (Tom Campbell), 1899-1977",http://id.loc.gov/authorities/names/n85320746
"Clarke, Daniel.","Clarke, Edward Daniel, 1769-1822",http://id.loc.gov/authorities/names/nr91023731
"Clarke, Peter.","Clarke, P. F.",http://id.loc.gov/authorities/names/n78020387
"Clay, Lucius D. (Lucius DuBignon), 1897-1978.","Clay, Lucius D. (Lucius DuBignon), 1897-1978",http://id.loc.gov/authorities/names/n82101316
"Cleage, Albert B.","Cleage, Albert B.",http://id.loc.gov/authorities/names/n80045123
"Cleary, Owen J., 1900-1960.","Cleary, Owen J., 1900-1960",http://id.loc.gov/authorities/names/no2008190172
"Clements, William L. (William Lawrence), 1861-1934.","Clements, William L. (William Lawrence), 1861-1934",http://id.loc.gov/authorities/names/nr94018515
"Clepper, Henry Edward, 1901-1987.","Clepper, Henry Edward, 1901-1987",http://id.loc.gov/authorities/names/n79085093
"Cleveland, Grover, 1837-1908.","Cleveland, Grover, 1837-1908",http://id.loc.gov/authorities/names/n50029194
"Cleven, N. Andrew N. (Nels Andrew Nelson), 1874-1961.","Cleven, N. Andrew N. (Nels Andrew Nelson), 1874-1961",http://id.loc.gov/authorities/names/no2011110908
"Clinton, Bill, 1946-","Clinton, Bill, 1946-",http://id.loc.gov/authorities/names/n82029644
"Clinton, Hillary Rodham.","Clinton, Hillary Rodham",http://id.loc.gov/authorities/names/n93010903
"Clippert, George H.","Clippert, George H.",http://id.loc.gov/authorities/names/n97038331
"Clowry, Robert Charles, 1838-1925.","Clowry, Robert Charles, 1838-1925",http://id.loc.gov/authorities/names/n96057101
"Coakley, James F.","Coakley, J. F.",http://id.loc.gov/authorities/names/n86112200
"Cobb, Nathan Augustus, 1859-1932.","Cobb, Nathan Augustus, 1859-1932",http://id.loc.gov/authorities/names/n94096602
"Cobb, Ty, 1886-1961.","Cobb, Ty, 1886-1961",http://id.loc.gov/authorities/names/n84009409
"Cobo, Albert Eugene, 1893-1957.","Cobo, Albert E. (Albert Eugene), 1893-1957",http://id.loc.gov/authorities/names/no2008190241
"Coffin, Howard Earle, 1873-1937.","Coffin, Howard Earle, 1873-1937",http://id.loc.gov/authorities/names/n98020942
"Cogan, James J.","Cogan, William J. (William James), 1919-",http://id.loc.gov/authorities/names/no2003082990
"Cogley, John.","Cogley, John",http://id.loc.gov/authorities/names/n50030566
"Cohen, Carl, 1931-","Brandes, Edvard, 1847-1931",http://id.loc.gov/authorities/names/n88075938
"Cohen, Wilbur J. (Wilbur Joseph), 1913-1987.","Cohen, Wilbur J. (Wilbur Joseph), 1913-1987",http://id.loc.gov/authorities/names/n50027574
"Cole, David E.","Cole, David E.",http://id.loc.gov/authorities/names/n90623995
"Cole, G. D. H. (George Douglas Howard), 1889-1959.","Cole, G. D. H. (George Douglas Howard), 1889-1959",http://id.loc.gov/authorities/names/n80039736
"Cole, Juan Ricardo.","Cole, Juan Ricardo",http://id.loc.gov/authorities/names/n82027464
"Cole, Robert E.","Cole, Robert E.",http://id.loc.gov/authorities/names/n79078762
"Cole, Sandra S., 1937-","Cole, Sandra S., 1937-",http://id.loc.gov/authorities/names/n92804953
"Coleman, Mary S., 1914-","Coleman, Mary S. (Mary Stallings), 1914-2001",http://id.loc.gov/authorities/names/ns2012004784
"Coller, Frederick A.","Coller, Frederick A.",http://id.loc.gov/authorities/names/n87947642
"Collier, John, 1884-1968.","Collier, John, 1884-1968",http://id.loc.gov/authorities/names/n81090402
"Collingwood, Herbert W. (Herbert Winslow), 1857-1927.","Collingwood, Herbert W. (Herbert Winslow), 1857-1927",http://id.loc.gov/authorities/names/n00031271
"Collins, Francis S.","Collins, Francis S.",http://id.loc.gov/authorities/names/n88008511
"Collyer, Robert, 1823-1912.","Collyer, Robert, 1823-1912",http://id.loc.gov/authorities/names/no96052125
"Commons, John Rogers, 1862-1945.","Commons, John R. (John Rogers), 1862-1945",http://id.loc.gov/authorities/names/n50031418
"Comstock, O. C. (Oliver Cromwell), 1780-1860.","Comstock, O. C. (Oliver Cromwell), 1780-1860",http://id.loc.gov/authorities/names/nr94036688
"Comstock, William Alfred, 1877-1949.","Comstock, William Alfred, 1877-1949",http://id.loc.gov/authorities/names/no2008182100
"Conant, Charles A. (Charles Arthur), 1861-1915.","Conant, Charles A. (Charles Arthur), 1861-1915",http://id.loc.gov/authorities/names/n88071699
"Conant, Isabel Fiske.","Conant, Isabel Fiske",http://id.loc.gov/authorities/names/no2009116782
"Conant, James Bryant, 1893-1978.","Conant, James Bryant, 1893-1978",http://id.loc.gov/authorities/names/n50030042
"Condon, Randall J. (Randall Judson), 1862-1931.","Condon, Randall J. (Randall Judson), 1862-1931",http://id.loc.gov/authorities/names/n85089029
"Condon, Richard.","Condon, Richard",http://id.loc.gov/authorities/names/n80044645
"Conger, Ivan.","Conger, Ivan A.",http://id.loc.gov/authorities/names/n77010014
"Conger, Omar Dwight, 1818-1898.","Conger, Omar D. (Omar Dwight), 1818-1898",http://id.loc.gov/authorities/names/no99077701
"Conn, Jerome W., 1907-","Conn, Jerome W., 1907-",http://id.loc.gov/authorities/names/n2001131310
"Conn, Jerome W., 1907-1994.","Conn, Jerome W., 1907-",http://id.loc.gov/authorities/names/n2001131310
"Connally, Tom, 1877-1963.","Connally, Tom, 1877-1963",http://id.loc.gov/authorities/names/n92029282
"Conover, James F.","Conover, James F.",http://id.loc.gov/authorities/names/no2008099065
"Conover, Milton, 1890-","Conover, Milton, 1890-",http://id.loc.gov/authorities/names/n90627259
"Constantinides, George.","Constantinides, George M.",http://id.loc.gov/authorities/names/n86870732
"Constantinides, Kathy, 1936-","Constantinides, Kathy, 1936-",http://id.loc.gov/authorities/names/n88616196
"Conyers, John, 1929-","Conyers, John, 1929-",http://id.loc.gov/authorities/names/n85376924
"Cook, Alexander, 1901-","Cook, Alexander, 1901-",http://id.loc.gov/authorities/names/no95022100
"Cook, Blanche Wiesen.","Cook, Blanche Wiesen",http://id.loc.gov/authorities/names/n80139782
"Cook, D. B.","Cook, David B. (David Branston)",http://id.loc.gov/authorities/names/n87852423
"Cook, William W. (William Wilson), 1858-1930.","Cook, William W. (William Wilson), 1858-1930",http://id.loc.gov/authorities/names/n87856649
"Cooke, Edmund Vance, 1866-1932.","Cooke, Edmund Vance, 1866-1932",http://id.loc.gov/authorities/names/no95011814
"Cooley, Charles Horton, 1864-1929.","Cooley, Charles Horton, 1864-1929",http://id.loc.gov/authorities/names/n80056984
"Cooley, Lyman Edgar, 1850-1917.","Cooley, Lyman E. (Lyman Edgar), 1850-1917",http://id.loc.gov/authorities/names/no2001019092
"Cooley, Mortimer E. (Mortimer Elwyn), 1855-1944.","Cooley, Mortimer E. (Mortimer Elwyn), 1855-1944",http://id.loc.gov/authorities/names/n84804477
"Cooley, Thomas McIntyre, 1824-1898.","Cooley, Thomas McIntyre, 1824-1898",http://id.loc.gov/authorities/names/n50032078
"Coolidge, Calvin, 1872-1933.","Coolidge, Calvin, 1872-1933",http://id.loc.gov/authorities/names/n50043492
"Coombs, Clyde Hamilton, 1912-","Coombs, Clyde H. (Clyde Hamilton), 1912-1988",http://id.loc.gov/authorities/names/n50032517
"Coon, Minor Jesser, 1921-","Coon, Minor Jesser, 1921-",http://id.loc.gov/authorities/names/n80010128
"Copeland, Royal S. (Royal Samuel), 1868-1938.","Copeland, Royal S. (Royal Samuel), 1868-1938",http://id.loc.gov/authorities/names/no97067269
"Corbin, Gary.","Block, Lawrence",http://id.loc.gov/authorities/names/n79081408
"Corsa, Leslie, 1920-","Corsa, Leslie, 1920-1984",http://id.loc.gov/authorities/names/n87153294
"Corson, William D.","Corson, William D.",http://id.loc.gov/authorities/names/n82034573
"Costain, Thomas Bertram, 1885-","Costain, Thomas B. (Thomas Bertram), 1885-1965",http://id.loc.gov/authorities/names/n50018153
"Coughlin, Charles E. (Charles Coughlin), 1891-1979.","Coughlin, Charles E. (Charles Edward), 1891-1979",http://id.loc.gov/authorities/names/n50018203
"Coughlin, Charles E. (Charles Edward), 1891-1979.","Coughlin, Charles E. (Charles Edward), 1891-1979",http://id.loc.gov/authorities/names/n50018203
"Cousins, Norman.","Cousins, Norman",http://id.loc.gov/authorities/names/n80049812
"Couzens, James, 1872-1936.","Couzens, James, 1872-1936",http://id.loc.gov/authorities/names/n86070545
"Cowden, Roy William.","Cowden, R. W. (Roy William)",http://id.loc.gov/authorities/names/n2006097208
"Cowles, Henry Chandler, 1869-1939.","Cowles, Henry Chandler, 1869-1939",http://id.loc.gov/authorities/names/n87112431
"Cowley, Malcolm, 1898-1989.","Cowley, Malcolm, 1898-1989",http://id.loc.gov/authorities/names/n79081720
"Cowley, W. H. (William Harold), 1899-","Cowley, W. H. (William Harold), 1899-1978",http://id.loc.gov/authorities/names/n79145819
"Crafts, Edward C. (Edward Clayton), 1910-","Crafts, Edward C. (Edward Clayton), 1910-",http://id.loc.gov/authorities/names/n87815278
"Craig, James B.","Craig, James B., 1920-",http://id.loc.gov/authorities/names/no95026282
"Crane, C. Howard (Charles Howard), 1885-1952.","Crane, C. Howard (Charles Howard), 1885-1952",http://id.loc.gov/authorities/names/no97056957
"Crane, Caroline Bartlett, 1858-1935.","Crane, Caroline Bartlett, 1858-1935",http://id.loc.gov/authorities/names/n98072924
"Crane, Charles A.","Crane, Charles Arthur",http://id.loc.gov/authorities/names/n84032566
"Crane, Frank, 1861-1928.","Crane, Frank, 1861-1928",http://id.loc.gov/authorities/names/n84804025
"Crane, H. R. (Horace Richard), 1907-","Crane, H. R. (Horace Richard), 1907-2007",http://id.loc.gov/authorities/names/nr92044562
"Crane, Henry Hitt, 1890-1977.","Crane, Henry Hitt, 1890-1977",http://id.loc.gov/authorities/names/n2011034836
"Crane, Ronald S. (Ronald Salmon), 1886-1967.","Crane, Ronald S. (Ronald Salmon), 1886-1967",http://id.loc.gov/authorities/names/n79046297
"Crane, Verner Winslow, 1889-","Crane, Verner W., 1889-1974",http://id.loc.gov/authorities/names/n81079952
"Cranefield, Harold A.","Cranefield, Harold A., 1903-1969",http://id.loc.gov/authorities/names/no95051960
"Crapo, Henry Howland, 1804-1869.","Crapo, Henry Howland, 1804-1869",http://id.loc.gov/authorities/names/n88159838
"Crapo, William Wallace, 1830-1926.","Crapo, William Wallace, 1830-1926",http://id.loc.gov/authorities/names/n91116058
"Crary, Isaac Edwin, 1804-1854.","Crary, Isaac Edwin, 1804-1854",http://id.loc.gov/authorities/names/nr2001033381
"Crawford, Fred L., 1888-1957.","Crawford, Fred L. (Fred Lewis), 1888-1957",http://id.loc.gov/authorities/names/no2008173875
"Creel, George, 1876-1953.","Creel, George, 1876-1953",http://id.loc.gov/authorities/names/n50018868
"Creighton, Frank W.","Creighton, Frank W. (Frank Whittington), 1879-1948",http://id.loc.gov/authorities/names/n92060759
"Creswell, Margaret.","Hewitt, Margaret Cresswell, 1795-",http://id.loc.gov/authorities/names/no2008165701
"Crist, Raymond E.","Crist, Raymond E.",http://id.loc.gov/authorities/names/n87851606
"Crooks, Richard, 1900-1972.","Crooks, Richard, 1900-1972",http://id.loc.gov/authorities/names/no93003543
"Crosby, Elizabeth Caroline, 1888-","Crosby, Elizabeth Caroline, 1888-",http://id.loc.gov/authorities/names/n81080586
"Cross, Arthur Lyon, 1873-1940.","Cross, Arthur Lyon, 1873-1940",http://id.loc.gov/authorities/names/no2003069419
"Crow, Martha Foote, 1854-1924.","Crow, Martha Foote, 1854-1924",http://id.loc.gov/authorities/names/no94011418
"Cruzat, Gwendolyn S.","Cruzat, Gwendolyn S.",http://id.loc.gov/authorities/names/n50018708
"Cudlip, William B., 1904-","Cudlip, William B., 1904-1988",http://id.loc.gov/authorities/names/no2008089479
"Cullinan, Gerald.","Cullinan, Gerald",http://id.loc.gov/authorities/names/n85005560
"Cullom, Shelby Moore, 1829-1914.","Cullom, Shelby M. (Shelby Moore), 1829-1914",http://id.loc.gov/authorities/names/no89019979
"Cumbey, Constance E.","Cumbey, Constance E.",http://id.loc.gov/authorities/names/n84023212
"Cummins, Albert Baird, 1850-1926.","Cummins, Albert Baird, 1850-1926",http://id.loc.gov/authorities/names/n2005090775
"Curtice, Harlow Herbert, 1893-1962.","Curtice, Harlow Herbert, 1893-1962",http://id.loc.gov/authorities/names/n91057238
"Curtis, Austin W., 1911-","Curtis, Austin W. (Austin Wingate), 1911-",http://id.loc.gov/authorities/names/no2002038316
"Curtis, Carl T. (Carl Thomas), 1905-","Curtis, Carl T. (Carl Thomas), 1905-2000",http://id.loc.gov/authorities/names/n85057581
"Curtis, Heber Doust, 1872-1942.","Curtis, Heber Doust, 1872-1942",http://id.loc.gov/authorities/names/no2004050360
"Curtiss, Ralph Hamilton, 1880-1929.","Curtiss, R. H. (Ralph Hamilton), 1880-1929",http://id.loc.gov/authorities/names/no2008188997
"Curtis-Smith, C. (Curtis), 1941-","Curtis-Smith, C. (Curtis), 1941-2014",http://id.loc.gov/authorities/names/n84183730
"Curwood, James Oliver, 1878-1927.","Curwood, James Oliver, 1878-1927",http://id.loc.gov/authorities/names/n50020530
"Cushing, Caleb, 1800-1879.","Cushing, Caleb, 1800-1879",http://id.loc.gov/authorities/names/n83800030
"Cushing, George William, 1888-1968.","Cushing, George William, 1888-1968",http://id.loc.gov/authorities/names/no2010026385
"Cushman, Katherine Moore.","Cushman, Katherine Moore, 1916-",http://id.loc.gov/authorities/names/n97041550
"Cushny, Arthur R. (Arthur Robertson), 1866-1926.","Cushny, Arthur R. (Arthur Robertson), 1866-1926",http://id.loc.gov/authorities/names/n90666328
"Custer, George Armstrong, 1839-1876.","Custer, George A. (George Armstrong), 1839-1876",http://id.loc.gov/authorities/names/n79041742
"Cutcheon, Byron M., 1836-1908.","Cutcheon, Byron M., 1836-1908",http://id.loc.gov/authorities/names/no95042899
"Cutler, M. Rupert.","Cutler, M. Rupert",http://id.loc.gov/authorities/names/n87112188
"D'Ooge, Martin Luther, 1839-1915.","D'Ooge, Martin Luther, 1839-1915",http://id.loc.gov/authorities/names/n84805969
"Dana, Samuel Trask, 1883-","Dana, Samuel Trask, 1883-1978",http://id.loc.gov/authorities/names/n79056016
"Dancy, John C. (John Campbell), 1888-1968.","Dancy, John C. (John Campbell), 1888-1968",http://id.loc.gov/authorities/names/n92054289
"Daniels, Josephus, 1862-1948.","Daniels, Josephus, 1862-1948",http://id.loc.gov/authorities/names/n50037360
"Darlington, Philip Jackson, 1904-","Darlington, Philip Jackson, 1904-1983",http://id.loc.gov/authorities/names/n79138634
"Darrow, Clarence, 1857-1938.","Darrow, Clarence, 1857-1938",http://id.loc.gov/authorities/names/n79026987
"Daugherty, H. M. (Harry Micajah), 1860-1941.","Daugherty, H. M. (Harry Micajah), 1860-1941",http://id.loc.gov/authorities/names/n50039188
"Davenport, Horace Willard, 1912-","Davenport, Horace W. (Horace Willard), 1912-2005",http://id.loc.gov/authorities/names/n79148968
"Davies, Joseph Edward.","Davies, Joseph Edward",http://id.loc.gov/authorities/names/n85235197
"Davies, Thomas F.","Davies, Thomas F. (Thomas Frederick), 1793-1865",http://id.loc.gov/authorities/names/nr98038406
"Davis, Carolyne K.","Davis, Carolyne K.",http://id.loc.gov/authorities/names/n96800244
"Davis, Chandler.","Davis, J. C. Bancroft (John Chandler Bancroft), 1822-1907",http://id.loc.gov/authorities/names/n85158258
"Davis, Charles Albert, 1861-","Davis, Charles Albert, 1861-",http://id.loc.gov/authorities/names/n90631663
"Davis, David E., 1930-2011.","Davis, David E., 1930-2011",http://id.loc.gov/authorities/names/n98110499
"Davis, Frederick.","Ransome, Stephen, 1902-1977",http://id.loc.gov/authorities/names/no93038127
"Davis, George.","Weiss, George (George David)",http://id.loc.gov/authorities/names/n87146620
"Davis, Jerome, 1891-","Davis, Jerome, 1891-1979",http://id.loc.gov/authorities/names/n89608975
"Davis, Joe Lee.","Davis, Joe Lee, 1906-1974",http://id.loc.gov/authorities/names/no2015027911
"Davis, Kenneth P. (Kenneth Pickett), 1906-","Davis, Kenneth P. (Kenneth Pickett), 1906-",http://id.loc.gov/authorities/names/n82221228
"Davis, Thomas O.","Davis, Thomas, 1814-1845",http://id.loc.gov/authorities/names/n50035632
"Davis, William L.","Davis, William Lyle, 1893-1971",http://id.loc.gov/authorities/names/n2003075159
"Dawson, Joseph Martin, 1879-","Dawson, Joseph Martin, 1879-",http://id.loc.gov/authorities/names/n79064600
"Dawson, Robert.","Dawson, Robert MacGregor, 1895-1958",http://id.loc.gov/authorities/names/n88075278
"Dawson, Virginia Douglas.","Dawson, Virginia Douglas",http://id.loc.gov/authorities/names/no2005060054
"Dawson, William Ryan, 1927-","Dawson, William R. (William Ryan), 1927-",http://id.loc.gov/authorities/names/no98081829
"Day, Edmund Ezra, 1883-1951.","Day, Edmund Ezra, 1883-1951",http://id.loc.gov/authorities/names/no96040605
"Day, Matthew.","Jackson, Matthew Day, 1974-",http://id.loc.gov/authorities/names/no2009171753
"Dayan, Moshe, 1915-1981.","Dayan, Moshe, 1915-1981",http://id.loc.gov/authorities/names/n79099011
"Deakin, F. W. (Frederick William), 1913-2005.","Deakin, F. W. (Frederick William), 1913-2005",http://id.loc.gov/authorities/names/n50040426
"Dean, George Arthur.","Dean, George (George Arthur), 1931-",http://id.loc.gov/authorities/names/n2009079990
"DeBoer, Robby, 1957-","DeBoer, Robby, 1957-",http://id.loc.gov/authorities/names/n94029105
"Debs, Eugene V. (Eugene Victor), 1855-1926.","Debs, Eugene V. (Eugene Victor), 1855-1926",http://id.loc.gov/authorities/names/n50040439
"Debs, Theodore, 1864-1945.","Debs, Theodore, 1864-1945",http://id.loc.gov/authorities/names/n84108585
"Debye, Peter J. W. (Peter Josef William), 1884-","Debye, Peter J. W. (Peter Josef William), 1884-1966",http://id.loc.gov/authorities/names/n85806624
"De Caux, Len, 1899-","De Caux, Len, 1899-",http://id.loc.gov/authorities/names/no2004053529
"Dedijer, Vladimir.","Dedijer, Vladimir",http://id.loc.gov/authorities/names/n50082092
"DeHaan, M. R. (Martin Ralph), 1891-1965.","DeHaan, M. R. (Martin Ralph), 1891-1965",http://id.loc.gov/authorities/names/n79054923
"DeJong, Russell N.","DeJong, Russell N.",http://id.loc.gov/authorities/names/n81129692
"De Koven, Reginald, 1859-1920.","De Koven, Reginald, 1859-1920",http://id.loc.gov/authorities/names/n88643905
"De Kruif, Paul, 1890-1971.","De Kruif, Paul, 1890-1971",http://id.loc.gov/authorities/names/n79079611
"Delahay, Mark W.","Delahay, Mark W. (Mark William), 1818?-1879",http://id.loc.gov/authorities/names/n97071758
"De Lamarter, Eric, 1880-1953.","De Lamarter, Eric, 1880-1953",http://id.loc.gov/authorities/names/no93011912
"De Land, Charles V. (Charles Victor), 1826-1903.","De Land, Charles V. (Charles Victor), 1826-1903",http://id.loc.gov/authorities/names/no92008901
"Delanghe, Gay.","Delanghe, Gay",http://id.loc.gov/authorities/names/n84173852
"Delano, Jack.","Delano, Jack",http://id.loc.gov/authorities/names/n50039039
"Delius, Frederick, 1862-1934.","Delius, Frederick, 1862-1934",http://id.loc.gov/authorities/names/n79084111
"Dellinger, David T., 1915-2004.","Dellinger, David T., 1915-2004",http://id.loc.gov/authorities/names/n50039036
"Dellums, Ronald V., 1935-","Dellums, Ronald V., 1935-",http://id.loc.gov/authorities/names/n83126714
"DeMille, Cecil B. (Cecil Blount), 1881-1959.","DeMille, Cecil B. (Cecil Blount), 1881-1959",http://id.loc.gov/authorities/names/n80073529
"Demmon, Isaac Newton, 1842-1920.","Demmon, Isaac N. (Isaac Newton), 1842-1920",http://id.loc.gov/authorities/names/no2008189013
"Dempsey, Jack, 1895-1983.","Dempsey, Jack, 1895-1983",http://id.loc.gov/authorities/names/n79064938
"Denby, Charles, 1830-1904.","Denby, Charles, 1830-1904",http://id.loc.gov/authorities/names/no98083494
"Denby, Edwin, 1870-1929.","Denby, Edwin, 1870-1929",http://id.loc.gov/authorities/names/n97046996
"Dennison, David M. (David Mathias), 1900-1976.","Dennison, David M. (David Mathias), 1900-1976",http://id.loc.gov/authorities/names/n88657401
"Dennison, David Mathias, 1900-","Dennison, David M. (David Mathias), 1900-1976",http://id.loc.gov/authorities/names/n88657401
"Dennison, Walter, 1869-1917.","Dennison, Walter, 1869-1917",http://id.loc.gov/authorities/names/nr99004150
"Dernberger, Robert F.","Dernberger, Robert F.",http://id.loc.gov/authorities/names/n80007953
"Dethmers, John R., 1903-1971.","Dethmers, John R., 1903-1971",http://id.loc.gov/authorities/names/no2009002019
"De Valera, Eamonn, 1882-1975.","De Valera, Éamon, 1882-1975",http://id.loc.gov/authorities/names/n80082592
"De Voto, Bernard Augustine, 1897-1955.","De Voto, Bernard, 1897-1955",http://id.loc.gov/authorities/names/n50040421
"De Vries, Walter.","De Vries, Walter",http://id.loc.gov/authorities/names/n50036797
"DeWeese, Carroll.","DeWeese, L. Carroll",http://id.loc.gov/authorities/names/no2007085679
"Dewey, Davis Rich, 1858-1942.","Dewey, Davis Rich, 1858-1942",http://id.loc.gov/authorities/names/n80086444
"Dewey, George, 1837-1917.","Dewey, George, 1837-1917",http://id.loc.gov/authorities/names/n50001670
"Dewey, John, 1859-1952.","Dewey, John, 1859-1952",http://id.loc.gov/authorities/names/n79060532
"Dewey, Melvil, 1851-1931.","Dewey, Melvil, 1851-1931",http://id.loc.gov/authorities/names/n79091588
"Dewey, Thomas E. (Thomas Edmund), 1902-1971.","Dewey, Thomas E. (Thomas Edmund), 1902-1971",http://id.loc.gov/authorities/names/n79021469
"Dice, Lee Raymond, 1887-1977.","Dice, Lee R. (Lee Raymond), 1887-1977",http://id.loc.gov/authorities/names/no2015027529
"Dickens, Charles, 1812-1870.","Dickens, Charles, 1812-1870",http://id.loc.gov/authorities/names/n78087607
"Dickie, Samuel, 1851-1925.","Dickie, Samuel, 1851-1925",http://id.loc.gov/authorities/names/no97034883
"Dickinson, Donald McDonald, 1846-1917.","Dickinson, Donald McDonald, 1846-1917",http://id.loc.gov/authorities/names/n96090166
