Name,LCNAF Heading,LC Record Link
"United States. Army. Michigan Cavalry Regiment, 9th (1863-1865)","United States. Army. Michigan Cavalry Regiment, 9th (1863-1865)",http://id.loc.gov/authorities/names/no2011086515
"United States. Army. Michigan Engineers and Mechanics Regiment, 1st (1861-1865)","United States. Army. Michigan Engineers and Mechanics Regiment, 1st (1861-1865)",http://id.loc.gov/authorities/names/n2006083311
"United States. Army. Michigan Engineers and Mechanics Regiment, 1st (1861-1865). Company B.",,
"United States. Army. Michigan Engineers and Mechanics Regiment, 1st (1861-1865). Company D.",,
"United States. Army. Michigan Engineers and Mechanics Regiment, 1st (1861-1865). Company F.",,
"United States. Army. Michigan Infantry Regiment, 10th (1862-1865)","United States. Army. Michigan Infantry Regiment, 10th (1862-1865)",http://id.loc.gov/authorities/names/no2011087771
"United States. Army. Michigan Infantry Regiment, 12th (1862-1866)","United States. Army. Michigan Infantry Regiment, 12th (1862-1866)",http://id.loc.gov/authorities/names/n2007052473
"United States. Army. Michigan Infantry Regiment, 13th (1861-1865)","United States. Army. Michigan Infantry Regiment, 13th (1861-1865)",http://id.loc.gov/authorities/names/n97104314
"United States. Army. Michigan Infantry Regiment, 13th (1861-1865). Company C.",,
"United States. Army. Michigan Infantry Regiment, 14th (1862-1865)","United States. Army. Michigan Infantry Regiment, 14th (1862-1865)",http://id.loc.gov/authorities/names/no2009095177
"United States. Army. Michigan Infantry Regiment, 15th (1862-1865)","United States. Army. Michigan Infantry Regiment, 15th (1862-1865)",http://id.loc.gov/authorities/names/n97002029
"United States. Army. Michigan Infantry Regiment, 16th (1861-1865)","United States. Army. Michigan Infantry Regiment, 16th (1861-1865)",http://id.loc.gov/authorities/names/n98009148
"United States. Army. Michigan Infantry Regiment, 17th (1862-1865)","United States. Army. Michigan Infantry Regiment, 17th (1862-1865)",http://id.loc.gov/authorities/names/n88106525
"United States. Army. Michigan Infantry Regiment, 18th (1862-1865). Company C.",,
"United States. Army. Michigan Infantry Regiment, 18th (1862-1865). Company E.",,
"United States. Army. Michigan Infantry Regiment, 19th (1862-1865)","United States. Army. Michigan Infantry Regiment, 19th (1862-1865)",http://id.loc.gov/authorities/names/n2001029099
"United States. Army. Michigan Infantry Regiment, 19th (1862-1865). Company B.","United States. Army. Michigan Infantry Regiment, 19th (1862-1865). Company B",http://id.loc.gov/authorities/names/no2009095233
"United States. Army. Michigan Infantry Regiment, 1st (1861). Company B.",,
"United States. Army. Michigan Infantry Regiment, 1st (1861). Company H.",,
"United States. Army. Michigan Infantry Regiment, 1st (1861-1865)","United States. Army. Michigan Infantry Regiment, 1st (1861-1865)",http://id.loc.gov/authorities/names/n97107539
"United States. Army. Michigan Infantry Regiment, 1st (1861-1865). Company B.",,
"United States. Army. Michigan Infantry Regiment, 1st (1861-1865). Company F.","United States. Army. Michigan Infantry Regiment, 1st (1861-1865). Company F.",http://id.loc.gov/authorities/names/no2009099844
"United States. Army. Michigan Infantry Regiment, 20th (1862-1865)","United States. Army. Michigan Infantry Regiment, 20th (1862-1865)",http://id.loc.gov/authorities/names/n90637198
"United States. Army. Michigan Infantry Regiment, 20th (1862-1865). Company C.","United States. Army. Michigan Infantry Regiment, 20th (1862-1865). Company C",http://id.loc.gov/authorities/names/no2009014065
"United States. Army. Michigan Infantry Regiment, 20th (1862-1865). Company D.",,
"United States. Army. Michigan Infantry Regiment, 20th (1862-1865). Company F.",,
"United States. Army. Michigan Infantry Regiment, 21st (1862-1865)","United States. Army. Michigan Infantry Regiment, 21st (1862-1865)",http://id.loc.gov/authorities/names/no2011086693
"United States. Army. Michigan Infantry Regiment, 22nd (1862-1865). Company B.",,
"United States. Army. Michigan Infantry Regiment, 23rd (1862-1865)","United States. Army. Michigan Infantry Regiment, 23rd (1862-1865)",http://id.loc.gov/authorities/names/n94087865
"United States. Army. Michigan Infantry Regiment, 23rd (1862-1865). Company A.",,
"United States. Army. Michigan Infantry Regiment, 23rd (1862-1865). Company B.",,
"United States. Army. Michigan Infantry Regiment, 23rd (1862-1865). Company C.",,
"United States. Army. Michigan Infantry Regiment, 23rd (1862-1865). Company F.",,
"United States. Army. Michigan Infantry Regiment, 24th (1862-1865)","United States. Army. Michigan Infantry Regiment, 24th (1862-1865)",http://id.loc.gov/authorities/names/n97063470
"United States. Army. Michigan Infantry Regiment, 24th (1862-1865). Company C.",,
"United States. Army. Michigan Infantry Regiment, 24th (1862-1865). Company F.","United States. Army. Michigan Infantry Regiment, 24th (1862-1865). Company F",http://id.loc.gov/authorities/names/n2007162970
"United States. Army. Michigan Infantry Regiment, 25th (1862-1865). Company B.","United States. Army. Michigan Infantry Regiment, 25th (1862-1865). Company B.",http://id.loc.gov/authorities/names/no2009150495
"United States. Army. Michigan Infantry Regiment, 25th (1862-1865). Company C.",,
"United States. Army. Michigan Infantry Regiment, 26th (1862-1865). Company H.",,
"United States. Army. Michigan Infantry Regiment, 2nd (1861-1865)","United States. Army. Michigan Infantry Regiment, 2nd (1861-1865)",http://id.loc.gov/authorities/names/n78017809
"United States. Army. Michigan Infantry Regiment, 2nd (1861-1865). Company E.",,
"United States. Army. Michigan Infantry Regiment, 2nd (1861-1865). Company I.","United States. Army. Michigan Infantry Regiment, 2nd (1861-1865). Company I",http://id.loc.gov/authorities/names/no2011086553
"United States. Army. Michigan Infantry Regiment, 31st (1898-1899)","United States. Army. Michigan Infantry Regiment, 31st (1898-1899)",http://id.loc.gov/authorities/names/no2014128243
"United States. Army. Michigan Infantry Regiment, 31st (1898-1899). Company D.",,
"United States. Army. Michigan Infantry Regiment, 33rd (1898-1899). Company B.",,
"United States. Army. Michigan Infantry Regiment, 4th (1861-1864)","United States. Army. Michigan Infantry Regiment, 4th (1861-1864)",http://id.loc.gov/authorities/names/n2004083974
"United States. Army. Michigan Infantry Regiment, 4th (1861-1864). Company A.",,
"United States. Army. Michigan Infantry Regiment, 4th (1861-1864). Company D.",,
"United States. Army. Michigan Infantry Regiment, 4th (1861-1864). Company E.",,
"United States. Army. Michigan Infantry Regiment, 4th (1861-1864). Company H.",,
"United States. Army. Michigan Infantry Regiment, 4th (1864-1866)","United States. Army. Michigan Infantry Regiment, 4th (1864-1866)",http://id.loc.gov/authorities/names/n2004083973
"United States. Army. Michigan Infantry Regiment, 5th (1861-1865)","United States. Army. Michigan Infantry Regiment, 5th (1861-1865)",http://id.loc.gov/authorities/names/n93013417
"United States. Army. Michigan Infantry Regiment, 5th (1861-1865). Company B.",,
"United States. Army. Michigan Infantry Regiment, 7th (1861-1865)","United States. Army. Michigan Infantry Regiment, 7th (1861-1865)",http://id.loc.gov/authorities/names/n91104519
"United States. Army. Michigan Infantry Regiment, 8th (1861-1865)","United States. Army. Michigan Infantry Regiment, 8th (1861-1865)",http://id.loc.gov/authorities/names/n91016725
"United States. Army. Michigan Infantry Regiment, 8th (1861-1865). Company A.",,
"United States. Army. Michigan Infantry Regiment, 8th (1861-1865). Company B.",,
"United States. Army. Michigan Infantry Regiment, 8th (1861-1865). Company D.",,
"United States. Army. Michigan Infantry Regiment, 9th (1861-1865)","United States. Army. Michigan Infantry Regiment, 9th (1861-1865)",http://id.loc.gov/authorities/names/no2009014067
"United States. Army. Michigan Regiment, 4th (1862-1866)",,
"United States. Army. Michigan Sharpshooters Regiment, 1st (1863-1865)","United States. Army. Michigan Sharpshooters Regiment, 1st (1863-1865)",http://id.loc.gov/authorities/names/n97057871
United States. Army. Military Railway Service.,United States. Army. Military Railway Service,http://id.loc.gov/authorities/names/n94004434
"United States. Army. Minnesota Infantry Regiment, 11th (1864-1865). Company C.",,
"United States. Army. Missouri Cavalry, 2nd.","United States. Army. Missouri Cavalry, 2nd",http://id.loc.gov/authorities/names/n82079644
"United States. Army. Missouri Infantry Regiment, 25th (1861-1864)",,
"United States. Army. Missouri Infantry Regiment (U.S. Reserve Corps), 2nd (1861)",,
"United States. Army. Missouri Infantry Regiment (U.S. Reserve Corps), 2nd (1861-1862)",,
"United States. Army. New York Artillery Regiment, 4th (1862-1865)","United States. Army. New York Heavy Artillery Regiment, 4th (1862-1865)",http://id.loc.gov/authorities/names/n2005002576
"United States. Army. New York Cavalry Regiment, 11th (1861-1865). Company K.",,
"United States. Army. New York Cavalry Regiment, 20th (1863-1865)","United States. Army. New York Cavalry Regiment, 20th (1863-1865)",http://id.loc.gov/authorities/names/n2011013753
"United States. Army. New York Infantry Regiment, 115th (1862-1865)","United States. Army. New York Infantry Regiment, 115th (1862-1865)",http://id.loc.gov/authorities/names/n2007012393
"United States. Army. New York Infantry Regiment, 117th (1862-1865)","United States. Army. New York Infantry Regiment, 117th (1862-1865)",http://id.loc.gov/authorities/names/n96089855
"United States. Army. New York Infantry Regiment, 160th (1862-1865)","United States. Army. New York Infantry Regiment, 160th (1862-1865)",http://id.loc.gov/authorities/names/n85220664
"United States. Army. New York Infantry Regiment, 26th (1861-1863). Company C.",,
"United States. Army. Officers' Training School (Camp Custer, Mich.)",,
"United States. Army. Ohio Infantry Regiment, 20th (1861-1865)","United States. Army. Ohio Infantry Regiment, 20th (1861-1865)",http://id.loc.gov/authorities/names/n98059961
United States. Army. Ordnance Dept. Detroit Ordnance District.,,
United States. Army. Reserve Officers' Training Corps.,United States. Army. Reserve Officers' Training Corps,http://id.loc.gov/authorities/names/n80013543
United States. Army. Signal Corps.,United States. Army. Signal Corps,http://id.loc.gov/authorities/names/n79099281
United States. Army. Students' Army Training Corps (University of Michigan),,
"United States. Army. Supply Battalion, 107th.",,
United States. Army. Women's Army Auxiliary Corps.,United States. Army. Women's Army Auxiliary Corps,http://id.loc.gov/authorities/names/n85282779
United States. Army Air Corps.,United States. Army. Air Corps,http://id.loc.gov/authorities/names/n80126026
United States. Army Air Forces.,United States. Army Air Forces,http://id.loc.gov/authorities/names/n80126028
"United States. Army Air Forces. Bombardment Group (H), 96th.","United States. Army Air Forces. Bombardment Group (H), 96th",http://id.loc.gov/authorities/names/n95002069
"United States. Army Air Forces. Fighter Group, 332nd.","United States. Army Air Forces. Fighter Group, 332nd",http://id.loc.gov/authorities/names/n78053693
United States. Army Medical Department (1968- ),United States. Army Medical Department (1968- ),http://id.loc.gov/authorities/names/n81128416
United States. Army Nurse Corps.,United States. Army Nurse Corps,http://id.loc.gov/authorities/names/n50071170
United States. Attorney General.,United States. Department of Justice,http://id.loc.gov/authorities/names/n79038419
United States. Automobile Labor Board.,,
United States. Board of Consulting Engineers for the Panama Canal.,,
United States. Bureau of Agricultural Economics. Division of Program Surveys.,,
United States. Bureau of Customs.,United States. Bureau of Customs,http://id.loc.gov/authorities/names/n79133793
United States. Bureau of Outdoor Recreation.,United States. Bureau of Outdoor Recreation,http://id.loc.gov/authorities/names/n80126207
United States. Bureau of Plant Industry.,United States. Bureau of Plant Industry,http://id.loc.gov/authorities/names/n80145310
"United States. Bureau of Refugees, Freedmen, and Abandoned Lands.","United States. Bureau of Refugees, Freedmen, and Abandoned Lands",http://id.loc.gov/authorities/names/n80020357
United States. Cadet Nurse Corps.,United States. Cadet Nurse Corps,http://id.loc.gov/authorities/names/n98041535
United States. Citizens' Advisory Committee on Recreation   Natural Beauty.,United States. Citizens' Advisory Committee on Recreation & Natural Beauty,http://id.loc.gov/authorities/names/n50074103
United States. Civil Aeronautics Administration.,United States. Civil Aeronautics Administration,http://id.loc.gov/authorities/names/n50076072
United States. Civil Affairs Training School (University of Michigan),,
United States. Commission for Ascertaining and Settling Private Land Claims in California.,United States. Commission for Ascertaining and Settling Private Land Claims in California,http://id.loc.gov/authorities/names/n97078289
United States. Commission of Fine Arts.,United States. Commission of Fine Arts,http://id.loc.gov/authorities/names/n79138701
United States. Commission on Influenza.,,
United States. Commission on Obscenity and Pornography.,United States. Commission on Obscenity and Pornography,http://id.loc.gov/authorities/names/n50080514
United States. Commission on Organization of the Executive Branch of the Government (1947-1949),United States. Commission on Organization of the Executive Branch of the Government (1947-1949),http://id.loc.gov/authorities/names/n50080515
United States. Commission on Organization of the Executive Branch of the Government (1953-1955),United States. Commission on Organization of the Executive Branch of the Government (1953-1955),http://id.loc.gov/authorities/names/n82086518
United States. Congress.,Library of Congress,http://id.loc.gov/authorities/names/n78089035
United States. Congress. House.,United States. Congress. House,http://id.loc.gov/authorities/names/n79107874
United States. Congress. House. Committee on Banking and Currency.,United States. Congress. House. Committee on Banking and Currency,http://id.loc.gov/authorities/names/n79049171
United States. Congress. House. Committee on Education and Labor.,United States. Congress. House. Committee on Education and Labor,http://id.loc.gov/authorities/names/n79049133
United States. Congress. House. Committee on Government Operations.,United States. Congress. House. Committee on Government Operations,http://id.loc.gov/authorities/names/n79041912
United States. Congress. House. Committee on Interior and Insular Affairs.,United States. Congress. House. Committee on Interior and Insular Affairs,http://id.loc.gov/authorities/names/n79071072
United States. Congress. House. Committee on Military Affairs.,United States. Congress. House. Committee on Military Affairs,http://id.loc.gov/authorities/names/n81038421
United States. Congress. House. Committee on the Budget.,United States. Congress. House. Committee on the Budget,http://id.loc.gov/authorities/names/n79018039
United States. Congress. House. Committee on the Judiciary.,United States. Congress. House. Committee on the Judiciary,http://id.loc.gov/authorities/names/n79036854
United States. Congress. House. Committee on Un-American Activities.,United States. Congress. House. Committee on Un-American Activities,http://id.loc.gov/authorities/names/n80061062
United States. Congress. House. Committee on Ways and Means.,United States. Congress. House. Committee on Ways and Means,http://id.loc.gov/authorities/names/n79017982
United States. Congress. Joint Committee on Congressional Operations.,United States. Congress. Joint Committee on Congressional Operations,http://id.loc.gov/authorities/names/n50079936
United States. Congress. Senate.,United States. Congress. Senate,http://id.loc.gov/authorities/names/n79022161
"United States. Congress. Senate. Committee on Banking, Housing, and Urban Affairs.","United States. Congress. Senate. Committee on Banking, Housing, and Urban Affairs",http://id.loc.gov/authorities/names/n81033403
"United States. Congress. Senate. Committee on Commerce, Science, and Transportation.","United States. Congress. Senate. Committee on Commerce, Science, and Transportation",http://id.loc.gov/authorities/names/n81096151
United States. Congress. Senate. Committee on Finance.,United States. Congress. Senate. Committee on Finance,http://id.loc.gov/authorities/names/n78088975
United States. Congress. Senate. Committee on Labor and Human Resources.,United States. Congress. Senate. Committee on Labor and Public Welfare. Subcommittee on Health,http://id.loc.gov/authorities/names/n78081226
United States. Congress. Senate. Committee on the Budget.,United States. Congress. Senate. Committee on the Budget,http://id.loc.gov/authorities/names/n78080631
United States. Congress. Senate. Committee on the Judiciary. Subcommittee to Investigate the Administration of the Internal Security Act and other Internal Security Laws.,United States. Congress. Senate. Committee on the Judiciary. Subcommittee to Investigate the Administration of the Internal Security Act and Other Internal Security Laws,http://id.loc.gov/authorities/names/n80104340
United States. Court of Appeals (6th Circuit),United States. Court of Appeals (6th Circuit),http://id.loc.gov/authorities/names/n80097979
United States. Court of Military Appeals.,United States. Court of Military Appeals,http://id.loc.gov/authorities/names/n50076080
United States. Defense Advisory Committee on Women in the Services.,United States. Defense Advisory Committee on Women in the Services,http://id.loc.gov/authorities/names/n79111540
United States. Dept. of Agriculture.,United States. Department of Agriculture,http://id.loc.gov/authorities/names/n79008243
United States. Dept. of Commerce.,United States. Department of Commerce,http://id.loc.gov/authorities/names/n79071034
United States. Dept. of Housing and Urban Development.,United States. Department of Housing and Urban Development. Office of Policy Development and Research,http://id.loc.gov/authorities/names/n79036825
United States. Dept. of Justice.,United States. Department of Justice,http://id.loc.gov/authorities/names/n79038419
United States. Dept. of Labor.,United States. Department of Labor,http://id.loc.gov/authorities/names/n79029796
United States. Dept. of State.,United States. Department of State,http://id.loc.gov/authorities/names/n80126198
United States. Dept. of the Interior.,United States. National Park Service,http://id.loc.gov/authorities/names/n79022809
United States. Dept. of the Treasury.,United States. Department of the Treasury,http://id.loc.gov/authorities/names/n78096864
United States. District Court (Michigan : Eastern District),United States. District Court (Michigan : Eastern District),http://id.loc.gov/authorities/names/n85805199
United States. District Court (Michigan : Western District),United States. District Court (Michigan : Western District),http://id.loc.gov/authorities/names/no98083658
United States. Economic Cooperation Administration.,United States. Economic Cooperation Administration,http://id.loc.gov/authorities/names/n50067287
United States. Employment and Training Administration.,United States. Employment and Training Administration,http://id.loc.gov/authorities/names/n80126206
United States. Farm Credit Administration. Production Credit Division.,United States. Farm Credit Administration. Production Credit Division,http://id.loc.gov/authorities/names/n50064796
United States. Federal Bureau of Investigation.,United States. Federal Bureau of Investigation,http://id.loc.gov/authorities/names/n78095617
United States. Federal Election Commission.,United States. Federal Election Commission,http://id.loc.gov/authorities/names/n79069957
United States. Federal Emergency Relief Administration.,United States. Federal Emergency Relief Administration,http://id.loc.gov/authorities/names/n50067288
United States. Federal Glass Ceiling Commission.,United States. Federal Glass Ceiling Commission,http://id.loc.gov/authorities/names/no95019637
United States. Federal Reserve Board.,Board of Governors of the Federal Reserve System (U.S.),http://id.loc.gov/authorities/names/n78091283
United States. Federal Trade Commission.,United States. Federal Trade Commission,http://id.loc.gov/authorities/names/n79066322
United States. Foreign Operations Administration.,United States. Foreign Operations Administration,http://id.loc.gov/authorities/names/n82139313
United States. Foreign service.,United States. Foreign Broadcast Information Service,http://id.loc.gov/authorities/names/n80165382
United States. Forest Service.,United States. Forest Service,http://id.loc.gov/authorities/names/n79054932
United States. Fuel Administration.,United States. Fuel Administration,http://id.loc.gov/authorities/names/n86015328
United States. General Land Office.,United States. General Land Office,http://id.loc.gov/authorities/names/n80125848
United States. Grayling Land Office.,,
United States. Health Care Financing Administration.,United States. Health Care Financing Administration. Office of Research and Demonstrations,http://id.loc.gov/authorities/names/n82145218
United States. Indian Claims Commission.,United States. Indian Claims Commission,http://id.loc.gov/authorities/names/n80066192
United States. Interstate Commerce Commission.,United States. Interstate Commerce Commission,http://id.loc.gov/authorities/names/n80126245
"United States. Judge Advocate General's School (Ann Arbor, Mich.)",,
"United States. Labor Management Relations Act, 1947.",,
United States. Marine Corps.,United States. Marine Corps,http://id.loc.gov/authorities/names/n78095328
"United States. Marine Corps. Amphibious Corps, V.","United States. Marine Corps. Amphibious Corps, V",http://id.loc.gov/authorities/names/n95012621
United States. Marquette Land Office.,,
United States. National Advisory Commission on Libraries.,United States. National Advisory Commission on Libraries,http://id.loc.gov/authorities/names/n50064783
United States. National Aeronautics and Space Administration.,United States. National Aeronautics and Space Administration,http://id.loc.gov/authorities/names/n78087581
United States. National Archives and Records Service.,United States. National Archives and Records Service,http://id.loc.gov/authorities/names/n79091762
United States. National Bureau of Standards.,United States. National Bureau of Standards,http://id.loc.gov/authorities/names/n79021148
United States. National Labor Relations Board.,United States. National Labor Relations Board,http://id.loc.gov/authorities/names/n79022254
United States. National Park Service.,United States. National Park Service,http://id.loc.gov/authorities/names/n79022809
United States. National Recovery Administration.,United States. National Recovery Administration,http://id.loc.gov/authorities/names/n50064788
United States. National Youth Administration.,United States. National Youth Administration,http://id.loc.gov/authorities/names/n50066008
United States. Naval Reserve.,United States. Naval Reserve,http://id.loc.gov/authorities/names/n79063892
United States. Naval Reserve. Women's Reserve.,United States. Naval Reserve. Women's Reserve,http://id.loc.gov/authorities/names/n79063891
United States. Naval Reserve Officers' Training Corps.,United States. Naval Reserve Officers Training Corps,http://id.loc.gov/authorities/names/n85218743
United States. Navy.,United States. Navy,http://id.loc.gov/authorities/names/n79059051
United States. Navy Dept.,United States. Navy Department. Bureau of Medicine and Surgery,http://id.loc.gov/authorities/names/n50080510
United States. Office of Education.,United States. Office of Education,http://id.loc.gov/authorities/names/n81009444
United States. Office of Indian Affairs.,United States. Bureau of Indian Affairs,http://id.loc.gov/authorities/names/n79071198
United States. Office of Price Administration.,United States. Office of Price Administration,http://id.loc.gov/authorities/names/n50071114
United States. Office of Price Stabilization.,United States. Office of Price Stabilization,http://id.loc.gov/authorities/names/n88156760
United States. Office of Rubber Investigations.,,
United States. Office of Strategic Services.,United States. Office of Strategic Services,http://id.loc.gov/authorities/names/n80030466
United States. Office of Tax Analysis.,United States. Office of Tax Analysis,http://id.loc.gov/authorities/names/n50076177
United States. Office of the US High Commissioner for Germany.,United States. Office of the US High Commissioner for Germany,http://id.loc.gov/authorities/names/n81133589
United States. Office of War Information.,United States. Office of War Information,http://id.loc.gov/authorities/names/n50062845
United States. Outdoor Recreation Resources Review Commission.,United States. Outdoor Recreation Resources Review Commission,http://id.loc.gov/authorities/names/n82219749
United States. Pension Bureau.,United States. Pension Bureau,http://id.loc.gov/authorities/names/n81058758
United States. President's Committee on Equal Employment Opportunity.,United States. President's Committee on Equal Employment Opportunity,http://id.loc.gov/authorities/names/n78066221
United States. President's Committee on Mental Retardation.,United States. President's Committee on Mental Retardation,http://id.loc.gov/authorities/names/n80008284
United States. President's Task Force on Women's Rights and Responsibilities.,,
United States. President (1861-1865 : Lincoln).$$tEmancipation Proclamation.,,
United States. Presidential Business Delegation to Asia and the Pacific.,,
United States. Presidential Commission on the Assignment of Women in the Armed Forces.,United States. Presidential Commission on the Assignment of Women in the Armed Forces,http://id.loc.gov/authorities/names/no93004517
United States. Public Broadcasting Act of 1967.,,
United States. Public Health Service.,United States. Public Health Service,http://id.loc.gov/authorities/names/n79096730
United States. Public Works Administration.,United States. Public Works Administration,http://id.loc.gov/authorities/names/n50077372
United States. Resettlement Administration.,United States. Resettlement Administration,http://id.loc.gov/authorities/names/n84055092
"United States. School of Military Aeronautics (Champaign, Ill.)",,
United States. Selective Service System.,United States. Selective Service System,http://id.loc.gov/authorities/names/n79059877
United States. Shipping Board.,United States. Shipping Board,http://id.loc.gov/authorities/names/n82074296
United States. Supreme Court.,United States. Supreme Court,http://id.loc.gov/authorities/names/n79006848
United States. Temporary National Economic Committee.,United States. Temporary National Economic Committee,http://id.loc.gov/authorities/names/n50068990
United States. Timber Conservation Board.,,
United States. War Dept.,United States. War Department,http://id.loc.gov/authorities/names/n79084108
United States. War Dept. Citizens' Military Training Camps.,,
United States. War Production Board.,United States. War Production Board,http://id.loc.gov/authorities/names/n50060401
United States. Warren Commission.,United States. Warren Commission,http://id.loc.gov/authorities/names/n79018794
United States. Work Projects Administration.,Historic American Buildings Survey,http://id.loc.gov/authorities/names/n80126103
United States Commission on Civil Rights. Michigan State Advisory Committee.,United States Commission on Civil Rights. Michigan State Advisory Committee,http://id.loc.gov/authorities/names/n81038904
